248,879,NaN,COApm2,"Cortical amygdalar area, posterior part, medial zone, layer 2"
256,880,NaN,COApm3,"Cortical amygdalar area, posterior part, medial zone, layer 3"
788,239,NaN,PAA,Piriform-amygdalar area
400,898,NaN,PAA1-3,"Piriform-amygdalar area, layers 1-3"
408,899,NaN,PAA1,"Piriform-amygdalar area, molecular layer"
416,900,NaN,PAA2,"Piriform-amygdalar area, pyramidal layer"
424,901,NaN,PAA3,"Piriform-amygdalar area, polymorph layer"
566,353,NaN,TR,Postpiriform transition area
517,913,NaN,TR1-3,"Postpiriform transition area, layers 1-3"
1140,1138,NaN,TR1,"Postpiriform transition area, layers 1"
1141,1139,NaN,TR2,"Postpiriform transition area, layers 2"
1142,1140,NaN,TR3,"Postpiriform transition area, layers 3"
1089,135,NaN,HPF,Hippocampal formation
1080,134,NaN,HIP,Hippocampal region
375,46,NaN,CA,Ammon's horn
382,47,NaN,CA1,Field CA1
391,48,NaN,CA1slm,"Field CA1, stratum lacunosum-moleculare"
399,49,NaN,CA1so,"Field CA1, stratum oriens"
407,50,NaN,CA1sp,"Field CA1, pyramidal layer"
415,51,NaN,CA1sr,"Field CA1, stratum radiatum"
423,52,NaN,CA2,Field CA2
431,53,NaN,CA2slm,"Field CA2, stratum lacunosum-moleculare"
438,54,NaN,CA2so,"Field CA2, stratum oriens"
446,55,NaN,CA2sp,"Field CA2, pyramidal layer"
454,56,NaN,CA2sr,"Field CA2, stratum radiatum"
463,57,NaN,CA3,Field CA3
471,58,NaN,CA3slm,"Field CA3, stratum lacunosum-moleculare"
479,59,NaN,CA3slu,"Field CA3, stratum lucidum"
486,60,NaN,CA3so,"Field CA3, stratum oriens"
495,61,NaN,CA3sp,"Field CA3, pyramidal layer"
504,62,NaN,CA3sr,"Field CA3, stratum radiatum"
726,90,NaN,DG,Dentate gyrus
10703,,NaN,DG-mo,"Dentate gyrus, molecular layer"
10704,,NaN,DG-po,"Dentate gyrus, polymorph layer"
632,927,NaN,DG-sg,"Dentate gyrus, granule cell layer"
10702,,NaN,DG-sgz,"Dentate gyrus, subgranular zone"
734,91,NaN,DGcr,Dentate gyrus crest
742,92,NaN,DGcr-mo,"Dentate gyrus crest, molecular layer"
751,93,NaN,DGcr-po,"Dentate gyrus crest, polymorph layer"
758,94,NaN,DGcr-sg,"Dentate gyrus crest, granule cell layer"
766,95,NaN,DGlb,Dentate gyrus lateral blade
775,96,NaN,DGlb-mo,"Dentate gyrus lateral blade, molecular layer"
782,97,NaN,DGlb-po,"Dentate gyrus lateral blade, polymorph layer"
790,98,NaN,DGlb-sg,"Dentate gyrus lateral blade, granule cell layer"
799,99,NaN,DGmb,Dentate gyrus medial blade
807,100,NaN,DGmb-mo,"Dentate gyrus medial blade, molecular layer"
815,101,NaN,DGmb-po,"Dentate gyrus medial blade, polymorph layer"
823,102,NaN,DGmb-sg,"Dentate gyrus medial blade, granule cell layer"
982,122,NaN,FC,Fasciola cinerea
19,143,NaN,IG,Induseum griseum
822,385,NaN,RHP,Retrohippocampal region
909,113,NaN,ENT,Entorhinal area
918,114,NaN,ENTl,"Entorhinal area, lateral part"
1121,988,NaN,ENTl1,"Entorhinal area, lateral part, layer 1"
20,992,NaN,ENTl2,"Entorhinal area, lateral part, layer 2"
999,973,NaN,ENTl2/3,"Entorhinal area, lateral part, layer 2/3"
715,1079,NaN,ENTl2a,"Entorhinal area, lateral part, layer 2a"
764,1085,NaN,ENTl2b,"Entorhinal area, lateral part, layer 2b"
52,996,NaN,ENTl3,"Entorhinal area, lateral part, layer 3"
92,1001,NaN,ENTl4,"Entorhinal area, lateral part, layer 4"
312,887,NaN,ENTl4/5,"Entorhinal area, lateral part, layer 4/5"
139,1007,NaN,ENTl5,"Entorhinal area, lateral part, layer 5"
387,1038,NaN,ENTl5/6,"Entorhinal area, lateral part, layer 5/6"
28,993,NaN,ENTl6a,"Entorhinal area, lateral part, layer 6a"
60,997,NaN,ENTl6b,"Entorhinal area, lateral part, layer 6b"
926,115,NaN,ENTm,"Entorhinal area, medial part, dorsal zone"
526,914,NaN,ENTm1,"Entorhinal area, medial part, dorsal zone, layer 1"
543,916,NaN,ENTm2,"Entorhinal area, medial part, dorsal zone, layer 2"
468,1048,NaN,ENTm2a,"Entorhinal area, medial part, dorsal zone, layer 2a"
508,1053,NaN,ENTm2b,"Entorhinal area, medial part, dorsal zone, layer 2b"
664,931,NaN,ENTm3,"Entorhinal area, medial part, dorsal zone, layer 3"
712,937,NaN,ENTm4,"Entorhinal area, medial part, dorsal zone, layer 4"
727,939,NaN,ENTm5,"Entorhinal area, medial part, dorsal zone, layer 5"
550,634,NaN,ENTm5/6,"Entorhinal area, medial part, dorsal zone, layer 5/6"
743,941,NaN,ENTm6,"Entorhinal area, medial part, dorsal zone, layer 6"
934,116,NaN,ENTmv,"Entorhinal area, medial part, ventral zone"
259,1022,NaN,ENTmv1,"Entorhinal area, medial part, ventral zone, layer 1"
324,1030,NaN,ENTmv2,"Entorhinal area, medial part, ventral zone, layer 2"
371,1036,NaN,ENTmv3,"Entorhinal area, medial part, ventral zone, layer 3"
419,1042,NaN,ENTmv4,"Entorhinal area, medial part, ventral zone, layer 4"
1133,1131,NaN,ENTmv5/6,"Entorhinal area, medial part, ventral zone, layer 5/6"
843,246,NaN,PAR,Parasubiculum
10693,,NaN,PAR1,"Parasubiculum, layer 1"
10694,,NaN,PAR2,"Parasubiculum, layer 2"
10695,,NaN,PAR3,"Parasubiculum, layer 3"
1037,270,NaN,POST,Postsubiculum
10696,,NaN,POST1,"Postsubiculum, layer 1"
10697,,NaN,POST2,"Postsubiculum, layer 2"
10698,,NaN,POST3,"Postsubiculum, layer 3"
1084,276,NaN,PRE,Presubiculum
10699,,NaN,PRE1,"Presubiculum, layer 1"
10700,,NaN,PRE2,"Presubiculum, layer 2"
10701,,NaN,PRE3,"Presubiculum, layer 3"
502,345,NaN,SUB,Subiculum
509,346,NaN,SUBd,"Subiculum, dorsal part"
829,386,NaN,SUBd-m,"Subiculum, dorsal part, molecular layer"
845,388,NaN,SUBd-sp,"Subiculum, dorsal part, pyramidal layer"
837,387,NaN,SUBd-sr,"Subiculum, dorsal part, stratum radiatum"
518,347,NaN,SUBv,"Subiculum, ventral part"
853,389,NaN,SUBv-m,"Subiculum, ventral part, molecular layer"
870,391,NaN,SUBv-sp,"Subiculum, ventral part, pyramidal layer"
861,390,NaN,SUBv-sr,"Subiculum, ventral part, stratum radiatum"
484682470,,NaN,ProS,Prosubiculum
484682475,,NaN,ProSd,"Prosubiculum, dorsal part"
484682479,,NaN,ProSd-m,"Prosubiculum, dorsal part, molecular layer"
484682483,,NaN,ProSd-sp,"Prosubiculum, dorsal part, pyramidal layer"
484682487,,NaN,ProSd-sr,"Prosubiculum, dorsal part, stratum radiatum"
484682492,,NaN,ProSv,"Prosubiculum, ventral part"
484682496,,NaN,ProSv-m,"Prosubiculum, ventral part, molecular layer"
484682500,,NaN,ProSv-sp,"Prosubiculum, ventral part, pyramidal layer"
484682504,,NaN,Prosv-sr,"Prosubiculum, ventral part, stratum radiatum"
484682508,,NaN,APr,Area prostriata
703,87,NaN,CTXsp,Cortical subplate
16,1,NaN,6b,"Layer 6b, isocortex"
583,72,NaN,CLA,Claustrum
942,117,NaN,EP,Endopiriform nucleus
952,118,NaN,EPd,"Endopiriform nucleus, dorsal part"
966,120,NaN,EPv,"Endopiriform nucleus, ventral part"
131,157,NaN,LA,Lateral amygdalar nucleus
295,36,NaN,BLA,Basolateral amygdalar nucleus
303,37,NaN,BLAa,"Basolateral amygdalar nucleus, anterior part"
311,38,NaN,BLAp,"Basolateral amygdalar nucleus, posterior part"
451,763,NaN,BLAv,"Basolateral amygdalar nucleus, ventral part"
319,39,NaN,BMA,Basomedial amygdalar nucleus
327,40,NaN,BMAa,"Basomedial amygdalar nucleus, anterior part"
334,41,NaN,BMAp,"Basomedial amygdalar nucleus, posterior part"
780,238,NaN,PA,Posterior amygdalar nucleus
623,77,NaN,CNU,Cerebral nuclei
477,342,NaN,STR,Striatum
485,343,NaN,STRd,Striatum dorsal region
672,83,NaN,CP,Caudoputamen
493,344,NaN,STRv,Striatum ventral region
56,6,NaN,ACB,Nucleus accumbens
998,124,NaN,FS,Fundus of striatum
754,235,NaN,OT,Olfactory tubercle
481,767,NaN,isl,Islands of Calleja
489,768,NaN,islm,Major island of Calleja
144,866,NaN,OT1-3,"Olfactory tubercle, layers 1-3"
458,764,NaN,OT1,"Olfactory tubercle, molecular layer"
465,765,NaN,OT2,"Olfactory tubercle, pyramidal layer"
473,766,NaN,OT3,"Olfactory tubercle, polymorph layer"
549009199,,NaN,LSS,Lateral strip of striatum
275,175,NaN,LSX,Lateral septal complex
242,171,NaN,LS,Lateral septal nucleus
250,172,NaN,LSc,"Lateral septal nucleus, caudal (caudodorsal) part"
258,173,NaN,LSr,"Lateral septal nucleus, rostral (rostroventral) part"
266,174,NaN,LSv,"Lateral septal nucleus, ventral part"
310,321,NaN,SF,Septofimbrial nucleus
333,324,NaN,SH,Septohippocampal nucleus
278,317,NaN,sAMY,Striatum-like amygdalar nuclei
23,2,NaN,AAA,Anterior amygdalar area
292,460,NaN,BA,Bed nucleus of the accessory olfactory tract
536,66,NaN,CEA,Central amygdalar nucleus
544,67,NaN,CEAc,"Central amygdalar nucleus, capsular part"
551,68,NaN,CEAl,"Central amygdalar nucleus, lateral part"
559,69,NaN,CEAm,"Central amygdalar nucleus, medial part"
1105,137,NaN,IA,Intercalated amygdalar nucleus
403,191,NaN,MEA,Medial amygdalar nucleus
411,192,NaN,MEAad,"Medial amygdalar nucleus, anterodorsal part"
418,193,NaN,MEAav,"Medial amygdalar nucleus, anteroventral part"
426,194,NaN,MEApd,"Medial amygdalar nucleus, posterodorsal part"
472,907,NaN,MEApd-a,"Medial amygdalar nucleus, posterodorsal part, sublayer a"
480,908,NaN,MEApd-b,"Medial amygdalar nucleus, posterodorsal part, sublayer b"
487,909,NaN,MEApd-c,"Medial amygdalar nucleus, posterodorsal part, sublayer c"
435,195,NaN,MEApv,"Medial amygdalar nucleus, posteroventral part"
803,241,NaN,PAL,Pallidum
818,243,NaN,PALd,"Pallidum, dorsal region"
1022,127,NaN,GPe,"Globus pallidus, external segment"
1031,128,NaN,GPi,"Globus pallidus, internal segment"
835,245,NaN,PALv,"Pallidum, ventral region"
342,325,NaN,SI,Substantia innominata
298,178,NaN,MA,Magnocellular nucleus
826,244,NaN,PALm,"Pallidum, medial region"
904,395,NaN,MSC,Medial septal complex
564,211,NaN,MS,Medial septal nucleus
596,215,NaN,NDB,Diagonal band nucleus
581,355,NaN,TRS,Triangular nucleus of septum
809,242,NaN,PALc,"Pallidum, caudal region"
351,43,NaN,BST,Bed nuclei of the stria terminalis
359,44,NaN,BSTa,"Bed nuclei of the stria terminalis, anterior division"
537,774,NaN,BSTal,"Bed nuclei of the stria terminalis, anterior division, anterolateral area"
498,769,NaN,BSTam,"Bed nuclei of the stria terminalis, anterior division, anteromedial area"
505,770,NaN,BSTdm,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus"
513,771,NaN,BSTfu,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus"
546,775,NaN,BSTju,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus"
521,772,NaN,BSTmg,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus"
554,776,NaN,BSTov,"Bed nuclei of the stria terminalis, anterior division, oval nucleus"
562,777,NaN,BSTrh,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus"
529,773,NaN,BSTv,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus"
367,45,NaN,BSTp,"Bed nuclei of the stria terminalis, posterior division"
569,778,NaN,BSTd,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus"
578,779,NaN,BSTpr,"Bed nuclei of the stria terminalis, posterior division, principal nucleus"
585,780,NaN,BSTif,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus"
594,781,NaN,BSTtr,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus"
602,782,NaN,BSTse,"Bed nuclei of the stria terminalis, posterior division, strial extension"
287,35,NaN,BAC,Bed nucleus of the anterior commissure
343,42,NaN,BS,Brain stem
1129,140,NaN,IB,Interbrain
549,351,NaN,TH,Thalamus
864,107,NaN,DORsm,"Thalamus, sensory-motor cortex related"
637,362,NaN,VENT,Ventral group of the dorsal thalamus
629,361,NaN,VAL,Ventral anterior-lateral complex of the thalamus
685,368,NaN,VM,Ventral medial nucleus of the thalamus
709,371,NaN,VP,Ventral posterior complex of the thalamus
718,372,NaN,VPL,Ventral posterolateral nucleus of the thalamus
725,373,NaN,VPLpc,"Ventral posterolateral nucleus of the thalamus, parvicellular part"
733,374,NaN,VPM,Ventral posteromedial nucleus of the thalamus
741,375,NaN,VPMpc,"Ventral posteromedial nucleus of the thalamus, parvicellular part"
563807435,,NaN,PoT,Posterior triangular thalamic nucleus
406,333,NaN,SPF,Subparafascicular nucleus
414,334,NaN,SPFm,"Subparafascicular nucleus, magnocellular part"
422,335,NaN,SPFp,"Subparafascicular nucleus, parvicellular part"
609,783,NaN,SPA,Subparafascicular area
1044,271,NaN,PP,Peripeduncular nucleus
1008,125,NaN,GENd,"Geniculate group, dorsal thalamus"
475,200,NaN,MG,Medial geniculate complex
1072,416,NaN,MGd,"Medial geniculate complex, dorsal part"
1079,417,NaN,MGv,"Medial geniculate complex, ventral part"
1088,418,NaN,MGm,"Medial geniculate complex, medial part"
170,162,NaN,LGd,Dorsal part of the lateral geniculate complex
496345664,,NaN,LGd-sh,"Dorsal part of the lateral geniculate complex, shell"
496345668,,NaN,LGd-co,"Dorsal part of the lateral geniculate complex, core"
496345672,,NaN,LGd-ip,"Dorsal part of the lateral geniculate complex, ipsilateral zone"
856,106,NaN,DORpm,"Thalamus, polymodal association cortex related"
138,158,NaN,LAT,Lateral group of the dorsal thalamus
218,168,NaN,LP,Lateral posterior nucleus of the thalamus
1020,268,NaN,PO,Posterior complex of the thalamus
1029,269,NaN,POL,Posterior limiting nucleus of the thalamus
325,323,NaN,SGN,Suprageniculate nucleus
560581551,,NaN,Eth,Ethmoid nucleus of the thalamus
560581555,,NaN,REth,Retroethmoid nucleus
239,29,NaN,ATN,Anterior group of the dorsal thalamus
255,31,NaN,AV,Anteroventral nucleus of thalamus
127,15,NaN,AM,Anteromedial nucleus
1096,419,NaN,AMd,"Anteromedial nucleus, dorsal part"
1104,420,NaN,AMv,"Anteromedial nucleus, ventral part"
64,7,NaN,AD,Anterodorsal nucleus
1120,139,NaN,IAM,Interanteromedial nucleus of the thalamus
1113,138,NaN,IAD,Interanterodorsal nucleus of the thalamus
155,160,NaN,LD,Lateral dorsal nucleus of thalamus
444,196,NaN,MED,Medial group of the dorsal thalamus
59,148,NaN,IMD,Intermediodorsal nucleus of the thalamus
362,186,NaN,MD,Mediodorsal nucleus of thalamus
617,784,NaN,MDc,"Mediodorsal nucleus of the thalamus, central part"
626,785,NaN,MDl,"Mediodorsal nucleus of the thalamus, lateral part"
636,786,NaN,MDm,"Mediodorsal nucleus of the thalamus, medial part"
366,328,NaN,SMT,Submedial nucleus of the thalamus
1077,275,NaN,PR,Perireunensis nucleus
571,212,NaN,MTN,Midline group of the dorsal thalamus
149,301,NaN,PVT,Paraventricular nucleus of the thalamus
15,284,NaN,PT,Parataenial nucleus
181,305,NaN,RE,Nucleus of reuniens
560581559,,NaN,Xi,Xiphoid thalamic nucleus
51,147,NaN,ILM,Intralaminar nuclei of the dorsal thalamus
189,306,NaN,RH,Rhomboid nucleus
599,74,NaN,CM,Central medial nucleus of the thalamus
907,254,NaN,PCN,Paracentral nucleus
575,71,NaN,CL,Central lateral nucleus of the thalamus
930,257,NaN,PF,Parafascicular nucleus
560581563,,NaN,PIL,Posterior intralaminar thalamic nucleus
262,315,NaN,RT,Reticular nucleus of the thalamus
1014,126,NaN,GENv,"Geniculate group, ventral thalamus"
27,144,NaN,IGL,Intergeniculate leaflet of the lateral geniculate complex
563807439,,NaN,IntG,Intermediate geniculate nucleus
178,163,NaN,LGv,Ventral part of the lateral geniculate complex
300,461,NaN,LGvl,"Ventral part of the lateral geniculate complex, lateral zone"
316,463,NaN,LGvm,"Ventral part of the lateral geniculate complex, medial zone"
321,464,NaN,SubG,Subgeniculate nucleus
958,119,NaN,EPI,Epithalamus
483,201,NaN,MH,Medial habenula
186,164,NaN,LH,Lateral habenula
953,260,NaN,PIN,Pineal body
1097,136,NaN,HY,Hypothalamus
157,302,NaN,PVZ,Periventricular zone
390,331,NaN,SO,Supraoptic nucleus
332,465,NaN,ASO,Accessory supraoptic group
432,902,NaN,NC,Nucleus circularis
38,287,NaN,PVH,Paraventricular hypothalamic nucleus
71,291,NaN,PVHm,"Paraventricular hypothalamic nucleus, magnocellular division"
47,288,NaN,PVHam,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part"
79,292,NaN,PVHmm,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part"
103,295,NaN,PVHpm,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part"
652,788,NaN,PVHpml,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone"
660,789,NaN,PVHpmm,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone"
94,294,NaN,PVHp,"Paraventricular hypothalamic nucleus, parvicellular division"
55,289,NaN,PVHap,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part"
87,293,NaN,PVHmpd,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone"
110,296,NaN,PVHpv,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part"
30,286,NaN,PVa,"Periventricular hypothalamic nucleus, anterior part"
118,297,NaN,PVi,"Periventricular hypothalamic nucleus, intermediate part"
223,27,NaN,ARH,Arcuate hypothalamic nucleus
141,300,NaN,PVR,Periventricular region
72,8,NaN,ADP,Anterodorsal preoptic nucleus
80,9,NaN,AHA,Anterior hypothalamic area
263,32,NaN,AVP,Anteroventral preoptic nucleus
272,33,NaN,AVPV,Anteroventral periventricular nucleus
830,103,NaN,DMH,Dorsomedial nucleus of the hypothalamus
668,790,NaN,DMHa,"Dorsomedial nucleus of the hypothalamus, anterior part"
676,791,NaN,DMHp,"Dorsomedial nucleus of the hypothalamus, posterior part"
684,792,NaN,DMHv,"Dorsomedial nucleus of the hypothalamus, ventral part"
452,197,NaN,MEPO,Median preoptic nucleus
523,206,NaN,MPO,Medial preoptic area
763,236,NaN,OV,Vascular organ of the lamina terminalis
914,255,NaN,PD,Posterodorsal preoptic nucleus
1109,279,NaN,PS,Parastrial nucleus
1124,281,NaN,PSCH,Suprachiasmatic preoptic nucleus
126,298,NaN,PVp,"Periventricular hypothalamic nucleus, posterior part"
133,299,NaN,PVpo,"Periventricular hypothalamic nucleus, preoptic part"
347,467,NaN,SBPV,Subparaventricular zone
286,318,NaN,SCH,Suprachiasmatic nucleus
338,466,NaN,SFO,Subfornical organ
689,793,NaN,VLPO,Ventrolateral preoptic nucleus
467,199,NaN,MEZ,Hypothalamic medial zone
88,10,NaN,AHN,Anterior hypothalamic nucleus
700,794,NaN,AHNa,"Anterior hypothalamic nucleus, anterior part"
708,795,NaN,AHNc,"Anterior hypothalamic nucleus, central part"
716,796,NaN,AHNd,"Anterior hypothalamic nucleus, dorsal part"
724,797,NaN,AHNp,"Anterior hypothalamic nucleus, posterior part"
331,182,NaN,MBO,Mammillary body
210,167,NaN,LM,Lateral mammillary nucleus
491,202,NaN,MM,Medial mammillary nucleus
732,798,NaN,Mmme,"Medial mammillary nucleus, median part"
525,348,NaN,SUM,Supramammillary nucleus
1110,421,NaN,SUMl,"Supramammillary nucleus, lateral part"
1118,422,NaN,SUMm,"Supramammillary nucleus, medial part"
557,352,NaN,TM,Tuberomammillary nucleus
1126,423,NaN,TMd,"Tuberomammillary nucleus, dorsal part"
1,424,NaN,TMv,"Tuberomammillary nucleus, ventral part"
515,205,NaN,MPN,Medial preoptic nucleus
740,799,NaN,MPNc,"Medial preoptic nucleus, central part"
748,800,NaN,MPNl,"Medial preoptic nucleus, lateral part"
756,801,NaN,MPNm,"Medial preoptic nucleus, medial part"
980,263,NaN,PMd,Dorsal premammillary nucleus
1004,266,NaN,PMv,Ventral premammillary nucleus
63,290,NaN,PVHd,"Paraventricular hypothalamic nucleus, descending division"
439,903,NaN,PVHdp,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part"
447,904,NaN,PVHf,"Paraventricular hypothalamic nucleus, descending division, forniceal part"
455,905,NaN,PVHlp,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part"
464,906,NaN,PVHmpv,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone"
693,369,NaN,VMH,Ventromedial hypothalamic nucleus
761,802,NaN,VMHa,"Ventromedial hypothalamic nucleus, anterior part"
769,803,NaN,VMHc,"Ventromedial hypothalamic nucleus, central part"
777,804,NaN,VMHdm,"Ventromedial hypothalamic nucleus, dorsomedial part"
785,805,NaN,VMHvl,"Ventromedial hypothalamic nucleus, ventrolateral part"
946,259,NaN,PH,Posterior hypothalamic nucleus
290,177,NaN,LZ,Hypothalamic lateral zone
194,165,NaN,LHA,Lateral hypothalamic area
226,169,NaN,LPO,Lateral preoptic area
356,468,NaN,PST,Preparasubthalamic nucleus
364,469,NaN,PSTN,Parasubthalamic nucleus
173,304,NaN,RCH,Retrochiasmatic area
470,341,NaN,STN,Subthalamic nucleus
614,359,NaN,TU,Tuberal nucleus
797,382,NaN,ZI,Zona incerta
796,806,NaN,A13,Dopaminergic A13 group
804,807,NaN,FF,Fields of Forel
10671,,NaN,ME,Median eminence
313,180,NaN,MB,Midbrain
339,183,NaN,MBsen,"Midbrain, sensory related"
302,320,NaN,SCs,"Superior colliculus, sensory related"
851,813,NaN,SCop,"Superior colliculus, optic layer"
842,812,NaN,SCsg,"Superior colliculus, superficial gray layer"
834,811,NaN,SCzo,"Superior colliculus, zonal layer"
4,141,NaN,IC,Inferior colliculus
811,808,NaN,ICc,"Inferior colliculus, central nucleus"
820,809,NaN,ICd,"Inferior colliculus, dorsal nucleus"
828,810,NaN,ICe,"Inferior colliculus, external nucleus"
580,213,NaN,NB,Nucleus of the brachium of the inferior colliculus
271,316,NaN,SAG,Nucleus sagulum
874,250,NaN,PBG,Parabigeminal nucleus
460,198,NaN,MEV,Midbrain trigeminal nucleus
323,181,NaN,MBmot,"Midbrain, motor related"
381,330,NaN,SNr,"Substantia nigra, reticular part"
749,376,NaN,VTA,Ventral tegmental area
246,313,NaN,RR,"Midbrain reticular nucleus, retrorubral area"
128,864,NaN,MRN,Midbrain reticular nucleus
539,208,NaN,MRNm,"Midbrain reticular nucleus, magnocellular part"
548,209,NaN,MRNmg,"Midbrain reticular nucleus, magnocellular part, general"
555,210,NaN,MRNp,"Midbrain reticular nucleus, parvicellular part"
294,319,NaN,SCm,"Superior colliculus, motor related"
26,427,NaN,SCdg,"Superior colliculus, motor related, deep gray layer"
42,429,NaN,SCdw,"Superior colliculus, motor related, deep white layer"
17,426,NaN,SCiw,"Superior colliculus, motor related, intermediate white layer"
10,425,NaN,SCig,"Superior colliculus, motor related, intermediate gray layer"
494,910,NaN,SCig-a,"Superior colliculus, motor related, intermediate gray layer, sublayer a"
503,911,NaN,SCig-b,"Superior colliculus, motor related, intermediate gray layer, sublayer b"
511,912,NaN,SCig-c,"Superior colliculus, motor related, intermediate gray layer, sublayer c"
795,240,NaN,PAG,Periaqueductal gray
50,430,NaN,PRC,Precommissural nucleus
67,149,NaN,INC,Interstitial nucleus of Cajal
587,214,NaN,ND,Nucleus of Darkschewitsch
1100,278,NaN,PRT,Pretectal region
215,26,NaN,APN,Anterior pretectal nucleus
531,207,NaN,MPT,Medial pretectal area
628,219,NaN,NOT,Nucleus of the optic tract
634,220,NaN,NPC,Nucleus of the posterior commissure
706,229,NaN,OP,Olivary pretectal nucleus
1061,273,NaN,PPT,Posterior pretectal nucleus
549009203,,NaN,RPF,Retroparafascicular nucleus
549009207,,NaN,InCo,Intercollicular nucleus
616,76,NaN,CUN,Cuneiform nucleus
214,309,NaN,RN,Red nucleus
35,145,NaN,III,Oculomotor nucleus
549009211,,NaN,MA3,Medial accesory oculomotor nucleus
975,121,NaN,EW,Edinger-Westphal nucleus
115,155,NaN,IV,Trochlear nucleus
757,377,NaN,VTN,Ventral tegmental nucleus
231,28,NaN,AT,Anterior tegmental nucleus
66,432,NaN,LT,Lateral terminal nucleus of the accessory optic tract
75,433,NaN,DT,Dorsal terminal nucleus of the accessory optic tract
58,431,NaN,MT,Medial terminal nucleus of the accessory optic tract
615,925,NaN,SNl,"Substantia nigra, lateral part"
348,184,NaN,MBsta,"Midbrain, behavioral state related"
374,329,NaN,SNc,"Substantia nigra, compact part"
1052,272,NaN,PPN,Pedunculopontine nucleus
165,303,NaN,RAmb,Midbrain raphe nuclei
12,142,NaN,IF,Interfascicular nucleus raphe
100,153,NaN,IPN,Interpeduncular nucleus
197,307,NaN,RL,Rostral linear nucleus raphe
591,73,NaN,CLI,Central linear nucleus raphe
872,108,NaN,DR,Dorsal nucleus raphe
1065,132,NaN,HB,Hindbrain
771,237,NaN,P,Pons
1132,282,NaN,P-sen,"Pons, sensory related"
612,217,NaN,NLL,Nucleus of the lateral lemniscus
82,434,NaN,NLLd,"Nucleus of the lateral lemniscus, dorsal part"
90,435,NaN,NLLh,"Nucleus of the lateral lemniscus, horizontal part"
99,436,NaN,NLLv,"Nucleus of the lateral lemniscus, ventral part"
7,283,NaN,PSV,Principal sensory nucleus of the trigeminal
867,249,NaN,PB,Parabrachial nucleus
123,156,NaN,KF,Koelliker-Fuse subnucleus
881,251,NaN,PBl,"Parabrachial nucleus, lateral division"
860,814,NaN,PBlc,"Parabrachial nucleus, lateral division, central lateral part"
868,815,NaN,PBld,"Parabrachial nucleus, lateral division, dorsal lateral part"
875,816,NaN,PBle,"Parabrachial nucleus, lateral division, external lateral part"
883,817,NaN,PBls,"Parabrachial nucleus, lateral division, superior lateral part"
891,818,NaN,PBlv,"Parabrachial nucleus, lateral division, ventral lateral part"
890,252,NaN,PBm,"Parabrachial nucleus, medial division"
899,819,NaN,PBme,"Parabrachial nucleus, medial division, external medial part"
915,821,NaN,PBmm,"Parabrachial nucleus, medial division, medial medial part"
923,822,NaN,PBmv,"Parabrachial nucleus, medial division, ventral medial part"
398,332,NaN,SOC,Superior olivary complex
122,439,NaN,POR,"Superior olivary complex, periolivary region"
105,437,NaN,SOCm,"Superior olivary complex, medial part"
114,438,NaN,SOCl,"Superior olivary complex, lateral part"
987,264,NaN,P-mot,"Pons, motor related"
280,34,NaN,B,Barrington's nucleus
880,109,NaN,DTN,Dorsal tegmental nucleus
283,176,NaN,LTN,Lateral tegmental nucleus
898,253,NaN,PCG,Pontine central gray
931,823,NaN,PG,Pontine gray
1093,277,NaN,PRNc,"Pontine reticular nucleus, caudal part"
552,917,NaN,PRNv,"Pontine reticular nucleus, ventral part"
318,322,NaN,SG,Supragenual nucleus
462,340,NaN,SSN,Superior salivatory nucleus
534,349,NaN,SUT,Supratrigeminal nucleus
574,354,NaN,TRN,Tegmental reticular nucleus
621,360,NaN,V,Motor nucleus of trigeminal
549009215,,NaN,P5,Peritrigeminal zone
549009219,,NaN,Acs5,Accessory trigeminal nucleus
549009223,,NaN,PC5,Parvicellular motor 5 nucleus
549009227,,NaN,I5,Intertrigeminal nucleus
1117,280,NaN,P-sat,"Pons, behavioral state related"
679,84,NaN,CS,Superior central nucleus raphe
137,441,NaN,CSl,"Superior central nucleus raphe, lateral part"
130,440,NaN,CSm,"Superior central nucleus raphe, medial part"
